x_position_mm,y_position_mm,groundtruth,snr,peak_amplitude,time_of_flight,peak_slope,signal_energy,rms,dominant_frequency,spectral_centroid,bandwidth
600.0,720.0,452.0,4.2506323984209375,3639.7459718631494,254.5,0.0,4000970104.40687,2884.098674644654,4158.004158004158,129234.07013388503,0.0
600.0,730.0,452.0,4.321085745916115,3255.292531269309,251.5,0.0,2718312228.231637,2377.2624537207384,4158.004158004158,129689.88359139994,0.0
600.0,740.0,452.0,5.16869264075176,4003.304899511473,255.49999999999997,65.57406535519368,3990148724.81905,2880.1957389084337,4158.004158004158,96660.95505696323,0.0
600.0,750.0,452.0,6.539055825895778,4663.539116379336,259.0,72.56172657924279,5935814035.527054,3512.914704405797,4158.004158004158,81504.22701425884,0.0
610.0,50.0,452.0,6.557985520560411,4071.3769938283767,260.5,65.63321507751722,4650769659.319441,3109.4951022127225,4158.004158004158,106677.11891471915,0.0
610.0,60.0,452.0,5.302778220292539,4140.768938793165,260.0,0.0,4671226964.461069,3116.3264544339913,4158.004158004158,85130.08948180896,0.0
610.0,70.0,452.0,4.609367077261453,3238.7089230921274,253.00000000000003,0.0,3089785363.048424,2534.4960432890534,4158.004158004158,128065.90773646715,0.0
610.0,80.0,452.0,4.252231685810619,3584.201656546529,104.5,0.0,3361488182.912568,2643.5848616634476,4158.004158004158,145322.76164441396,0.0
610.0,90.0,452.0,4.089431748022684,3855.789826288023,108.0,0.0,3188814192.803096,2574.791513188781,4158.004158004158,119346.58938953333,0.0
610.0,100.0,452.0,4.095914359181481,3980.3410529111275,110.0,0.0,3272849123.488455,2608.497677206677,4158.004158004158,144527.63557851367,0.0
610.0,110.0,452.0,4.162268706749625,3766.279694101394,115.5,0.0,3516814573.0853395,2703.9720429230088,4158.004158004158,125936.67012137857,0.0
610.0,120.0,452.0,4.110095684805113,2773.7350619338144,123.00000000000001,0.0,2527823036.9137144,2292.454873949095,4158.004158004158,147939.10284242773,0.0
610.0,130.0,452.0,4.1154633920381825,2178.663618809871,134.5,0.0,2298725635.520313,2186.1050695934323,4158.004158004158,139287.13671922058,0.0
610.0,140.0,452.0,4.273462605383273,2335.0621857834253,319.5,0.0,2346338609.121022,2208.6291781114933,4158.004158004158,131271.62546380082,0.0
610.0,150.0,452.0,4.326133962318074,2737.296229269541,226.0,0.0,3079965635.372203,2530.465364156121,4158.004158004158,166050.0915280253,0.0
610.0,160.0,452.0,4.352022611183536,2661.2487970637612,228.0,0.0,3036507446.435974,2512.5495605153114,4158.004158004158,103958.60658688581,0.0
610.0,170.0,452.0,4.314460767363934,2992.7279809966235,113.0,0.0,2783266574.490555,2405.497244808827,4158.004158004158,121640.69510741135,0.0
610.0,180.0,452.0,4.471957322033386,3397.353471087761,118.0,0.0,3661482297.7626977,2759.0268772300783,4158.004158004158,126263.53691142482,0.0
610.0,190.0,452.0,4.450500314870122,3455.672083452518,116.5,0.0,3548202377.3867292,2716.0118039705076,4158.004158004158,146461.5279453666,0.0
610.0,200.0,452.0,4.449761376418647,3324.17181913411,112.0,0.0,3173704936.832569,2568.6843250609977,4158.004158004158,126575.33256049671,0.0
610.0,210.0,452.0,4.749601210169488,3584.020660737253,110.0,0.0,3723398995.1666756,2782.2570427452906,4158.004158004158,130032.02594493968,0.0
610.0,220.0,452.0,4.947245592996657,3920.960588008527,104.5,0.0,4370597892.894847,3014.379223954825,4158.004158004158,115230.54786487372,0.0
610.0,230.0,452.0,4.685648381683628,3040.9420637282537,296.5,0.0,3820741450.6221666,2818.391282127608,4158.004158004158,133968.98063889408,0.0
610.0,240.0,452.0,4.475883221370423,2892.775040988989,297.0,0.0,3534632284.2477956,2710.813137687479,4158.004158004158,150832.05015937085,0.0
610.0,250.0,452.0,4.28643462920388,2915.438553367476,299.0,0.0,3781941825.7318134,2804.044385947084,4158.004158004158,148511.35051213446,0.0
610.0,260.0,452.0,4.327225613487586,3142.534296991007,301.0,0.0,4281651374.1023116,2983.548576497593,4158.004158004158,152837.9262648383,0.0
610.0,270.0,452.0,4.26919876027764,3233.880347958402,316.5,0.0,4690378491.78344,3122.7082213560084,4158.004158004158,169996.59618389854,0.0
610.0,280.0,452.0,4.4113252570437025,3280.3233992201863,237.5,0.0,4231442976.8198333,2966.0038344525415,4158.004158004158,170629.65121326526,0.0
610.0,290.0,452.0,4.310206669486579,3800.889597601324,239.5,0.0,4984954980.023832,3219.2750375202977,4158.004158004158,145692.51507746222,0.0
610.0,300.0,452.0,4.410091662177799,3935.8177568400715,239.5,0.0,5027446239.109377,3232.966313338198,4158.004158004158,150936.81386117623,0.0
610.0,310.0,452.0,4.491216722648077,3942.4641357367695,242.0,0.0,5261455738.544399,3307.3520252629937,4158.004158004158,143174.6347003381,0.0
610.0,320.0,452.0,4.277027343385026,3108.748361802566,239.0,0.0,3913083332.1200027,2852.2461995392105,4158.004158004158,146484.02546944236,0.0
610.0,330.0,452.0,4.245591633692363,2792.911105668804,265.5,0.0,3132989379.7987037,2552.1542731764744,4158.004158004158,157104.30217648466,0.0
610.0,340.0,452.0,4.300793195486842,2443.4825641586567,268.0,0.0,2526817863.561427,2291.9990383077825,4158.004158004158,164336.42487904738,0.0
610.0,350.0,452.0,4.207352927339353,2422.784528317887,270.5,0.0,2715045728.828085,2375.8336883753677,4158.004158004158,171555.73781925824,0.0
610.0,360.0,452.0,4.197581776430153,2528.908967532179,310.5,0.0,2887585398.884718,2450.162453303327,4158.004158004158,169944.1314886534,0.0
610.0,370.0,452.0,4.161893707192973,2359.075645238757,232.5,0.0,2317722668.707902,2195.119642933837,4158.004158004158,170673.26642616684,0.0
610.0,380.0,452.0,4.068059886993645,2146.8868069032,232.0,0.0,1881884883.6145258,1977.9895311849314,4158.004158004158,143930.09667236015,0.0
610.0,390.0,452.0,4.058711463289528,2276.8896787764747,235.0,0.0,2214355242.999917,2145.611603679935,4158.004158004158,145162.0905229772,0.0
610.0,400.0,452.0,4.317434389742995,2354.111230137844,237.5,0.0,2648239566.6582685,2346.4218641962284,4158.004158004158,145106.23600887737,0.0
610.0,410.0,452.0,4.034036365473905,2003.8551109990885,238.0,0.0,1983773452.0728345,2030.829665710188,4158.004158004158,129348.02311652902,0.0
610.0,420.0,452.0,4.092784752604926,3160.8097154062402,319.0,0.0,4061881759.971049,2905.9698249707335,4158.004158004158,151636.31263349045,0.0
610.0,430.0,452.0,4.283760293204932,2613.8296144032797,309.0,0.0,3102054486.5475245,2539.523129784415,4158.004158004158,162499.98301457745,0.0
610.0,440.0,452.0,4.4193653934376895,3017.7193077171823,299.0,0.0,4044092587.560744,2899.5994373733215,4158.004158004158,177679.9118164918,0.0
610.0,450.0,452.0,4.235457499414878,2557.373030125155,289.0,0.0,2902563741.5271664,2456.508915732046,4158.004158004158,169501.525500769,0.0
610.0,460.0,452.0,4.1824352944931205,2782.0033678827326,246.00000000000003,0.0,3629756072.872329,2747.0475827280447,4158.004158004158,171735.9352776987,0.0
610.0,470.0,452.0,4.326836667212228,2623.524788204374,239.0,0.0,2797704083.75506,2411.728136950634,4158.004158004158,157334.67740254864,0.0
610.0,480.0,452.0,4.157518053009127,2614.2381691364803,235.5,0.0,2553734310.7824373,2304.1742428331304,4158.004158004158,148025.29623441029,0.0
610.0,490.0,452.0,3.9928530589349105,2957.2834643691967,236.0,0.0,2982086028.8199606,2489.9323391770613,4158.004158004158,171081.6816260236,0.0
610.0,500.0,452.0,4.075516869353283,2647.2328689960705,233.5,0.0,2094962889.9395478,2086.967226291904,4158.004158004158,146168.12717053306,0.0
610.0,510.0,452.0,4.119243769272116,2966.4672026951466,231.0,0.0,2664529658.5511127,2353.6275618054915,4158.004158004158,171162.61752839043,0.0
610.0,520.0,452.0,4.093253249561313,2133.943903127056,313.5,0.0,1858004002.272974,1965.3992427798726,4158.004158004158,167270.33103518543,0.0
610.0,530.0,452.0,4.263061285535733,2730.6816011922815,306.0,0.0,2877158796.8352447,2445.734883473594,4158.004158004158,170070.5012492892,0.0
610.0,540.0,452.0,4.3059375809626275,2593.311368745753,106.0,0.0,2266368512.541459,2170.6646100580674,4158.004158004158,142725.22940066573,0.0
610.0,550.0,452.0,4.250626045999842,2296.327849709948,294.0,0.0,2193802599.123453,2135.6310927915015,4158.004158004158,137874.79643621278,0.0
610.0,560.0,452.0,4.183597836542012,2379.550584512457,179.5,0.0,2801087587.40984,2413.1860511970426,4158.004158004158,179150.37289236774,0.0
610.0,570.0,452.0,4.146738037576203,2123.483084459156,234.5,0.0,1640205384.8772538,1846.6159333088772,4158.004158004158,121769.67221170278,0.0
610.0,580.0,452.0,4.02914321160091,2434.706204675442,233.0,0.0,2119484870.8571162,2099.1458865275176,4158.004158004158,168178.7853805394,0.0
610.0,590.0,452.0,4.161266084134697,2537.6836799177204,235.5,0.0,2459188638.825071,2261.118814387164,4158.004158004158,146973.51697876808,0.0
610.0,600.0,452.0,4.135197810126292,2294.5204690084565,235.0,0.0,2054429985.8115442,2066.6795135352777,4158.004158004158,167286.21934990663,0.0
610.0,610.0,452.0,4.083963563700717,2183.106191548097,231.0,0.0,1951127168.5960288,2014.0500092869054,4158.004158004158,142036.66664322038,0.0
610.0,620.0,452.0,4.10158731736896,2327.6763551000545,119.5,0.0,1786303810.6467302,1927.1038726710835,4158.004158004158,138274.90643670977,0.0
610.0,630.0,452.0,4.014250270349819,2588.163446367627,114.5,0.0,1902661028.255837,1988.8781343712637,4158.004158004158,141867.94605195965,0.0
610.0,640.0,452.0,4.507739076037915,3170.9400374073357,106.0,0.0,2598567951.4465876,2324.3124087535284,4158.004158004158,125237.50776099166,0.0
610.0,650.0,452.0,4.185706027936403,2355.982557190763,230.0,0.0,1926018252.420717,2001.048712795024,4158.004158004158,132177.73090457942,0.0
610.0,660.0,452.0,4.2284032624834795,2215.113744336482,230.5,0.0,1956076015.6188538,2016.6026140907634,4158.004158004158,123831.68839052944,0.0
610.0,670.0,452.0,3.9660944587348506,2101.4254391676604,113.0,0.0,1606696648.3268552,1827.65578602679,4158.004158004158,109841.27381350832,0.0
610.0,680.0,452.0,4.065104262694617,3062.3078374832876,121.5,0.0,2735382137.4760294,2384.7148992443135,4158.004158004158,129533.81980549864,0.0
610.0,690.0,452.0,4.28829486967284,3097.493459620211,111.5,0.0,1746125908.7804248,1905.308215106915,4158.004158004158,88142.54791015966,0.0
610.0,700.0,452.0,4.135460173956491,3362.0424881957897,106.5,0.0,2158099264.0471334,2118.1814975697544,4158.004158004158,142640.95040395253,0.0
610.0,710.0,452.0,4.0727745802568736,2434.613087075168,317.0,0.0,2095877097.4060564,2087.422535769899,4158.004158004158,160376.69027331477,0.0
610.0,720.0,452.0,4.153075633278385,2754.071483447044,316.0,0.0,2554540260.6325207,2304.537808921677,4158.004158004158,129861.09184801175,0.0
610.0,730.0,452.0,4.287020039564628,3818.0963216760374,270.5,0.0,4095896738.5559993,2918.1120326052865,4158.004158004158,166256.58188393994,0.0
610.0,740.0,452.0,5.5006358695596305,3659.47939990373,270.5,0.0,3757511285.9839945,2794.972947173997,4158.004158004158,119571.64632651984,0.0
610.0,750.0,452.0,6.003430645715911,5521.160639460395,271.5,0.0,8492848483.368664,4201.981634130866,4158.004158004158,128981.12626791975,0.0
620.0,50.0,452.0,6.098484673764008,4899.7515456732435,268.5,82.27980518006777,6301065112.071936,3619.3821942321897,4158.004158004158,79381.05084505468,0.0
620.0,60.0,452.0,5.409681548554438,4410.826699136631,270.0,0.0,5067921340.148695,3245.954251431794,4158.004158004158,118119.83546027492,0.0
620.0,70.0,452.0,4.507762914945244,3744.6873221331107,269.5,0.0,3900097292.061782,2847.509504550744,4158.004158004158,147995.0223365202,0.0
620.0,80.0,452.0,4.312184508211066,3731.0786136527013,314.0,0.0,4640906138.049611,3106.1959869684097,4158.004158004158,166237.40926487336,0.0
620.0,90.0,452.0,4.111709924647604,2675.972061185215,318.5,0.0,2511996003.9802136,2285.2669241731433,4158.004158004158,169366.63956991606,0.0
620.0,100.0,452.0,4.168214865873897,3028.532706457762,318.5,0.0,3421642700.378467,2667.1337213737747,4158.004158004158,145676.21265634912,0.0
620.0,110.0,452.0,4.481586119768727,3804.1602131850427,113.5,0.0,3114964308.324835,2544.8020105746155,4158.004158004158,120471.18626718437,0.0
620.0,120.0,452.0,4.157796973432106,2446.4223008256367,124.0,0.0,1895341570.7528746,1985.0488825251362,4158.004158004158,125335.17049685106,0.0
620.0,130.0,452.0,4.1394519303831885,2886.181210532859,139.5,0.0,2848580259.0614758,2433.557946873895,4158.004158004158,144698.8277007012,0.0
620.0,140.0,452.0,3.9453976313964008,2500.8568143819666,144.0,0.0,2532136149.9754744,2294.4097977726933,4158.004158004158,132936.83605370362,0.0
620.0,150.0,452.0,4.002042672981925,2164.3278347354467,230.5,0.0,1756347087.685956,1910.8765650214953,4158.004158004158,125521.61490199754,0.0
620.0,160.0,452.0,4.356243024713275,2817.578520030914,106.5,0.0,2023508115.776281,2051.067424434523,4158.004158004158,118403.84664252654,0.0
620.0,170.0,452.0,4.261004630661095,3051.591722161688,116.0,0.0,2510330059.5546374,2284.509009129862,4158.004158004158,115152.13924252943,0.0
620.0,180.0,452.0,4.194408640689072,2658.161358912789,121.0,0.0,2285480184.4566774,2179.7977096518584,4158.004158004158,128457.47855285708,0.0
620.0,190.0,452.0,4.091942205636437,2415.6441782803754,228.0,0.0,1998223923.7326212,2038.2128671342969,4158.004158004158,136369.15318932303,0.0
620.0,200.0,452.0,4.175274537628714,2357.365221714027,234.5,0.0,2021843579.5945039,2050.2236476526114,4158.004158004158,131697.1608865911,0.0
620.0,210.0,452.0,4.242769609763895,2783.198957870661,237.0,0.0,2980817855.196662,2489.402843671626,4158.004158004158,138617.37713526783,0.0
620.0,220.0,452.0,4.221868990448496,2632.5522094877206,237.0,0.0,2710648714.778119,2373.909078601795,4158.004158004158,156641.98593821228,0.0
620.0,230.0,452.0,4.233725711261608,2738.119716124229,234.0,0.0,2908620334.001769,2459.0704994809316,4158.004158004158,127120.73125087931,0.0
620.0,240.0,452.0,4.255027473129787,2702.738397187491,181.0,0.0,3313140922.1330833,2624.505070511685,4158.004158004158,144307.0649239128,0.0
620.0,250.0,452.0,4.458174365774023,2781.994963644398,299.0,0.0,3002355612.747821,2498.380187402686,4158.004158004158,165148.33623300298,0.0
620.0,260.0,452.0,4.453239010479512,2856.7160107116583,300.0,0.0,3023974195.726961,2507.3588972791654,4158.004158004158,170104.66589049343,0.0
620.0,270.0,452.0,4.271403446448074,3194.6206896440126,305.5,0.0,3660730803.906243,2758.7437271316144,4158.004158004158,185369.14577721772,0.0
620.0,280.0,452.0,4.099119530504335,3007.3805404936347,315.5,0.0,3272109340.685589,2608.2028529252593,4158.004158004158,184565.2625154387,0.0
620.0,290.0,452.0,4.137772354720469,2983.6004092326166,231.5,0.0,2714797188.4612355,2375.7249417556545,4158.004158004158,162636.8198755416,0.0
620.0,300.0,452.0,4.178195544393414,3633.4406000093745,236.5,0.0,4161211815.108874,2941.2867957374306,4158.004158004158,171916.7060652047,0.0
620.0,310.0,452.0,4.295594827599246,3793.739166690694,246.00000000000003,0.0,4995102911.595873,3222.5501296391276,4158.004158004158,172101.37600338948,0.0
620.0,320.0,452.0,4.232146541354805,3178.996931157587,238.0,0.0,3851312102.502081,2829.644123911644,4158.004158004158,162604.08454122618,0.0
620.0,330.0,452.0,4.355031530076451,3169.7585191211792,269.0,0.0,4004275967.94769,2885.28994422767,4158.004158004158,133027.7035402707,0.0
620.0,340.0,452.0,4.368554410973475,3166.8486817894473,275.5,0.0,4488603223.32095,3054.8020284626773,4158.004158004158,161610.42624451677,0.0
620.0,350.0,452.0,4.420692439975136,3339.2393825070735,294.5,0.0,4394633038.563498,3022.6563191379755,4158.004158004158,180183.64633662818,0.0
620.0,360.0,452.0,4.134345016492488,3359.830474686314,297.5,0.0,4515791974.733866,3064.0399644607464,4158.004158004158,169591.22199578033,0.0
620.0,370.0,452.0,4.096470023354738,2795.5084752212165,304.5,0.0,3867968683.6806507,2835.7565013391063,4158.004158004158,152855.98600810478,0.0
620.0,380.0,452.0,4.292305278199529,3024.469133821101,237.5,0.0,4234335176.644785,2967.017296113412,4158.004158004158,152826.85445938766,0.0
620.0,390.0,452.0,4.392104943550455,2773.415491023093,236.5,0.0,3416793592.647029,2665.2431376206855,4158.004158004158,155351.4634022653,0.0
620.0,400.0,452.0,4.186386204760426,2888.2166357264796,233.5,0.0,3338483057.5397744,2634.5233377858713,4158.004158004158,144835.06320588704,0.0
620.0,410.0,452.0,4.483834812424545,3202.9830417527314,235.0,0.0,3999108124.9477015,2883.427492745461,4158.004158004158,157824.40723156015,0.0
620.0,420.0,452.0,4.380924849315326,2995.328118583444,232.0,0.0,3178413926.4511995,2570.589263383243,4158.004158004158,158072.1142539335,0.0
620.0,430.0,452.0,4.432078100820139,2727.258529074071,232.5,0.0,2840725034.8171754,2430.2002496210393,4158.004158004158,141781.15759098172,0.0
620.0,440.0,452.0,4.3158268307600345,2721.0478161942788,231.0,0.0,2848776515.620486,2433.641776964574,4158.004158004158,179278.7066032851,0.0
620.0,450.0,452.0,4.373982260504125,3222.6660387497855,232.5,0.0,4363863387.174559,3012.0559514087654,4158.004158004158,162817.41320924406,0.0
620.0,460.0,452.0,4.34752228789386,2881.208961417841,232.5,0.0,3472091530.679922,2686.723936464085,4158.004158004158,159174.5464757433,0.0
620.0,470.0,452.0,4.290785386539578,2985.639454457738,233.5,0.0,3769514625.16007,2799.4336467465214,4158.004158004158,156946.4799938571,0.0
620.0,480.0,452.0,4.524006218715817,3380.78513819513,237.5,0.0,4532365333.444628,3069.657464771653,4158.004158004158,166103.4810151309,0.0
620.0,490.0,452.0,4.420373466787557,3749.0631196081763,239.5,0.0,4683333223.502217,3120.3620796825194,4158.004158004158,130374.73406530774,0.0
620.0,500.0,452.0,4.55808358381663,3734.641218669266,237.5,0.0,4410758479.538614,3028.1968312738236,4158.004158004158,136876.90343974452,0.0
620.0,510.0,452.0,4.61962542265487,3929.813372560399,240.0,0.0,5209415805.101583,3290.9552244283846,4158.004158004158,152367.7241540784,0.0
620.0,520.0,452.0,4.368684400648958,3379.6212226890975,239.0,0.0,4543553813.933176,3073.443968128409,4158.004158004158,154849.97337416836,0.0
620.0,530.0,452.0,4.267934900752207,3245.693433353861,300.5,0.0,4435593620.778253,3036.7101210366372,4158.004158004158,142885.28463885022,0.0
620.0,540.0,452.0,4.263179882026393,2638.9116236500095,207.5,0.0,2850611588.8215346,2434.425480393144,4158.004158004158,131620.1203345397,0.0
620.0,550.0,452.0,4.383200106247439,2738.6366618407337,295.0,0.0,2850877667.0609093,2434.539093298817,4158.004158004158,111209.24902342567,0.0
620.0,560.0,452.0,4.574833257228082,2743.150845887024,218.0,0.0,3509793809.6083474,2701.2716685006676,4158.004158004158,100987.45821694289,0.0
620.0,570.0,452.0,4.5061373640355615,2458.4567357383303,230.5,0.0,2136658685.7866406,2107.6332341914417,4158.004158004158,106526.35241088273,0.0
620.0,580.0,452.0,4.8077356804900475,3215.4189072518748,235.5,0.0,3906868935.809416,2849.980463079776,4158.004158004158,107971.29529435145,0.0
620.0,590.0,452.0,4.642852730705443,3029.174943388832,102.0,0.0,2146433749.4685807,2112.4488698156474,4158.004158004158,92087.7262225113,0.0
620.0,600.0,452.0,4.2823628075835405,2855.6720529069476,102.0,0.0,1981117311.698176,2029.4696375574376,4158.004158004158,117493.12000994562,0.0
620.0,610.0,452.0,4.285194715816452,3468.4819563025903,108.5,0.0,3113291527.3123903,2544.1186210202577,4158.004158004158,109327.98606280317,0.0
620.0,620.0,452.0,4.188969148466245,3145.813080454976,114.5,0.0,2748968079.921521,2390.6296980643397,4158.004158004158,159273.00413430142,0.0
620.0,630.0,452.0,4.278766361388272,3466.2495388950524,116.0,0.0,3507960872.68644,2700.566227177748,4158.004158004158,104889.12962968081,0.0
620.0,640.0,452.0,4.2429658333490226,2586.5644642087505,227.0,0.0,2872018991.4386444,2443.5493557803156,4158.004158004158,150046.8145116,0.0
620.0,650.0,452.0,4.1471609579893345,2439.2648078955303,225.5,0.0,2654291875.3960657,2349.101600022176,4158.004158004158,118916.45144139031,0.0
620.0,660.0,452.0,4.352894921321282,2494.3610813955547,140.5,0.0,2938659209.0400496,2471.7359497067782,4158.004158004158,165811.1689039949,0.0
620.0,670.0,452.0,4.220817213773128,2210.9595126549852,136.5,0.0,1929941388.7039194,2003.0856595431978,4158.004158004158,142922.70402495863,0.0
620.0,680.0,452.0,4.262322006298179,2410.5075031266997,125.49999999999999,0.0,2362854056.7020283,2216.3886158031974,4158.004158004158,143981.69187005077,0.0
620.0,690.0,452.0,4.241979908416935,3909.1538841799265,115.0,0.0,3726701113.2161255,2783.490499749494,4158.004158004158,152390.26236795576,0.0
620.0,700.0,452.0,4.262623312765322,4010.6521299872697,109.0,0.0,3338040282.3538256,2634.3486266639597,4158.004158004158,137233.46571406737,0.0
620.0,710.0,452.0,4.326005331488716,3571.1588062958267,104.5,0.0,2864125353.701868,2440.1890428548254,4158.004158004158,138438.61484568845,0.0
620.0,720.0,452.0,4.360908069116307,3368.041651549674,272.5,0.0,3466921098.6679726,2684.722736497549,4158.004158004158,143042.25378894835,0.0
620.0,730.0,452.0,5.087076650635216,3382.560688152972,266.0,0.0,3674772609.8790503,2764.029648140273,4158.004158004158,126913.18423645735,0.0
620.0,740.0,452.0,5.353298094113063,4223.177339517317,264.5,58.52306902592894,4672416980.759081,3116.7233783194083,4158.004158004158,122186.53034555979,0.0
620.0,750.0,452.0,6.739250295846662,4603.50215014555,262.0,77.4089452335432,5407388627.306765,3352.905038640815,4158.004158004158,92582.9147095924,0.0
630.0,50.0,452.0,6.170674340434494,4329.680354329907,262.5,75.80014965107064,4399763717.177841,3024.4202609972454,4158.004158004158,128322.47010961335,0.0
630.0,60.0,452.0,4.808937710173987,3650.714242166589,264.5,0.0,3024900929.1877804,2507.7430730752135,4158.004158004158,130588.75785685361,0.0
630.0,70.0,452.0,4.26443848195292,3303.297403679106,270.0,0.0,2825449703.171326,2423.657526757647,4158.004158004158,134394.2478457328,0.0
630.0,80.0,452.0,4.34877491352823,2781.7824845812843,269.5,0.0,2262703557.649325,2168.908804103655,4158.004158004158,136391.43370778993,0.0
630.0,90.0,452.0,4.177746939535321,3756.5103582026927,101.5,0.0,3402884289.3425903,2659.8126836577717,4158.004158004158,138391.47999512084,0.0
630.0,100.0,452.0,4.211760509874564,3511.336391995832,107.5,0.0,2562089299.4506016,2307.940419540067,4158.004158004158,114961.06328749213,0.0
630.0,110.0,452.0,4.21935894556442,3298.8268481856658,114.0,0.0,2455183738.9756603,2259.2768970762518,4158.004158004158,99295.63608890543,0.0
630.0,120.0,452.0,4.124480977757104,2204.3277458829043,318.0,0.0,1716575370.8608232,1889.117191913571,4158.004158004158,108710.0563320712,0.0
630.0,130.0,452.0,4.175078542046579,2410.3174675732876,319.5,0.0,2118755865.6436074,2098.784850710265,4158.004158004158,96170.79711298505,0.0
630.0,140.0,452.0,4.21048006235515,1939.076490468842,162.5,0.0,1994722551.6873903,2036.4263630169437,4158.004158004158,126686.21357000788,0.0
630.0,150.0,452.0,4.28273934219539,2259.078582859594,227.0,0.0,2563949413.48874,2308.7780666619415,4158.004158004158,149289.00825703057,0.0
630.0,160.0,452.0,4.277904396976971,2660.386940613175,229.0,0.0,3048233014.330719,2517.396030440252,4158.004158004158,108276.37149340475,0.0
630.0,170.0,452.0,4.258758708403274,2571.508851991123,229.0,0.0,2465826736.743561,2264.1684813963766,4158.004158004158,132398.3671213013,0.0
630.0,180.0,452.0,4.337334176235223,2301.1257489781374,231.0,0.0,2060544874.4239902,2069.7529025959966,4158.004158004158,102449.86329150616,0.0
630.0,190.0,452.0,4.204834780544931,2866.627161694882,233.5,0.0,3323253831.383277,2628.5074899070496,4158.004158004158,141811.3624069144,0.0
630.0,200.0,452.0,4.361281717993254,2885.7694408434104,234.5,0.0,2955842845.3778524,2478.952081171392,4158.004158004158,123028.37734833009,0.0
630.0,210.0,452.0,4.51751537860266,3297.0495001802174,234.5,0.0,3722026872.9927917,2781.744346098976,4158.004158004158,134148.41152126828,0.0
630.0,220.0,452.0,4.217259007428009,2966.03138110371,235.5,0.0,3098539075.5058603,2538.083761392808,4158.004158004158,143706.19695557718,0.0
630.0,230.0,452.0,4.326323070284602,2801.743960210551,295.0,0.0,3258563833.1061087,2602.798682877449,4158.004158004158,135098.29428532242,0.0
630.0,240.0,452.0,4.476494409361848,3360.8863983044052,296.0,0.0,4200440090.273202,2955.1182176694165,4158.004158004158,133113.12289354022,0.0
630.0,250.0,452.0,4.356525583309518,3276.5261196996703,297.0,0.0,3778552154.9730096,2802.787502791939,4158.004158004158,133474.50384580638,0.0
630.0,260.0,452.0,4.257585774108984,3201.080009223583,299.0,0.0,3843078602.4172487,2826.6178383704196,4158.004158004158,137858.54324843918,0.0
630.0,270.0,452.0,4.428383270723317,3371.1162104888917,300.5,0.0,4487545090.689048,3054.44194136312,4158.004158004158,163900.74774443958,0.0
630.0,280.0,452.0,4.61140972631574,3677.8725545581165,303.0,0.0,5494290831.626568,3379.739939935275,4158.004158004158,171006.29648468058,0.0
630.0,290.0,452.0,4.5353237564775855,3589.2786394441105,239.0,0.0,4899113340.322393,3191.436482181194,4158.004158004158,126885.08283210488,0.0
630.0,300.0,452.0,4.539275511267694,3288.5044761008508,237.5,0.0,3718375582.35217,2780.379572328341,4158.004158004158,146156.3392983878,0.0
630.0,310.0,452.0,4.647551408026424,3013.419940516396,238.0,0.0,3370240414.712224,2647.0241458897844,4158.004158004158,127989.23090099398,0.0
630.0,320.0,452.0,4.486577351221048,2345.2274010160054,236.0,0.0,2091164558.2964444,2085.074450525394,4158.004158004158,122700.18349126117,0.0
630.0,330.0,452.0,4.6130516024639485,2729.7035533927665,267.5,0.0,3370121366.692916,2646.97739466054,4158.004158004158,167646.82620693752,0.0
630.0,340.0,452.0,4.4448603789088255,2611.4612840151676,233.0,0.0,2968335855.2590914,2484.185261662275,4158.004158004158,150413.48857504906,0.0
630.0,350.0,452.0,4.3041117255249555,2541.0294741976813,231.0,0.0,2506270571.19747,2282.6611067044687,4158.004158004158,166058.56469732654,0.0
630.0,360.0,452.0,4.332786133593866,2873.8579661564113,231.5,0.0,2929372484.9827833,2467.827280514318,4158.004158004158,157133.89752124148,0.0
630.0,370.0,452.0,4.402812737183287,2780.1379855601745,232.0,0.0,2654905229.3723764,2349.372999636001,4158.004158004158,142216.89023442395,0.0
630.0,380.0,452.0,4.055974617838569,2317.5879835483584,232.0,0.0,1934196154.009948,2005.2924538292432,4158.004158004158,136590.3581890503,0.0
630.0,390.0,452.0,4.319435943083011,3012.681161129804,234.5,0.0,3536681245.3461885,2711.5987280278746,4158.004158004158,150851.4432933189,0.0
630.0,400.0,452.0,4.3848441475424345,2502.7889458612494,237.0,0.0,2660305646.8221436,2351.7612486228713,4158.004158004158,134123.7688406838,0.0
630.0,410.0,452.0,4.234233172654807,2376.2695000706863,237.0,0.0,2433294870.0296063,2249.1832058808914,4158.004158004158,146807.2937060496,0.0
630.0,420.0,452.0,4.1721175280992835,2660.4659838034013,238.5,0.0,3303030390.107624,2620.497481021647,4158.004158004158,150971.8083863346,0.0
630.0,430.0,452.0,4.283167231960405,3142.20714984214,303.0,0.0,4509338371.542322,3061.849743106336,4158.004158004158,165735.9891257756,0.0
630.0,440.0,452.0,4.260030881412953,3133.936941032494,296.0,0.0,3785819202.558708,2805.4814190875595,4158.004158004158,171060.50939281893,0.0
630.0,450.0,452.0,4.336779383582797,3317.0096365309223,292.0,0.0,4472581879.037433,3049.345343680484,4158.004158004158,170370.5234113212,0.0
630.0,460.0,452.0,4.306957735145267,2993.3599221837358,277.0,0.0,4184910752.5203524,2949.650514031784,4158.004158004158,171729.05636706293,0.0
